CarrierName,Date,ProportionalCancellations
Aloha Airlines Inc.,01/20/01,0.0338983050847
Aloha Airlines Inc.,01/21/01,0.0222222222222
Aloha Airlines Inc.,01/22/01,0.0118343195266
Aloha Airlines Inc.,01/23/01,0.0119760479042
Aloha Airlines Inc.,01/24/01,0.0119760479042
Aloha Airlines Inc.,01/25/01,0.0119760479042
Aloha Airlines Inc.,01/26/01,0.043956043956
Aloha Airlines Inc.,01/27/01,0.0449438202247
Aloha Airlines Inc.,01/28/01,0.0446927374302
Aloha Airlines Inc.,01/29/01,0.0118343195266
Aloha Airlines Inc.,01/30/01,0.0
Aloha Airlines Inc.,01/31/01,0.0119760479042
Alaska Airlines Inc.,01/03/01,0.0298850574713
Alaska Airlines Inc.,01/04/01,0.0182648401826
Alaska Airlines Inc.,01/05/01,0.0680272108844
Alaska Airlines Inc.,01/06/01,0.053050397878
Alaska Airlines Inc.,01/07/01,0.0448877805486
Alaska Airlines Inc.,01/08/01,0.0623556581986
Alaska Airlines Inc.,01/09/01,0.0395348837209
Alaska Airlines Inc.,01/10/01,0.0932400932401
Alaska Airlines Inc.,01/11/01,0.0949074074074
Alaska Airlines Inc.,01/12/01,0.0436781609195
Alaska Airlines Inc.,01/13/01,0.0295698924731
Alaska Airlines Inc.,01/14/01,0.0
Alaska Airlines Inc.,01/15/01,0.0300230946882
Alaska Airlines Inc.,01/16/01,0.0488372093023
Alaska Airlines Inc.,01/17/01,0.044289044289
Alaska Airlines Inc.,01/18/01,0.0532407407407
Alaska Airlines Inc.,01/19/01,0.0390804597701
Alaska Airlines Inc.,01/20/01,0.010752688172
Alaska Airlines Inc.,01/21/01,0.0373134328358
Alaska Airlines Inc.,01/22/01,0.0185185185185
Alaska Airlines Inc.,01/23/01,0.0559440559441
Alaska Airlines Inc.,01/24/01,0.04662004662
Alaska Airlines Inc.,01/25/01,0.0462962962963
Alaska Airlines Inc.,01/26/01,0.0298850574713
Alaska Airlines Inc.,01/27/01,0.0268817204301
Alaska Airlines Inc.,01/28/01,0.0248756218905
Alaska Airlines Inc.,01/29/01,0.00461893764434
Alaska Airlines Inc.,01/30/01,0.0325581395349
Alaska Airlines Inc.,01/31/01,0.0210280373832
Alaska Airlines Inc.,01/01/01,0.0846681922197
Alaska Airlines Inc.,01/02/01,0.0161290322581
Continental Air Lines Inc.,01/01/01,0.0
Continental Air Lines Inc.,01/02/01,0.00934579439252
Continental Air Lines Inc.,01/03/01,0.0212585034014
Continental Air Lines Inc.,01/04/01,0.0103626943005
Continental Air Lines Inc.,01/05/01,0.0551248923342
Continental Air Lines Inc.,01/06/01,0.00740740740741
Continental Air Lines Inc.,01/07/01,0.00580832526621
Continental Air Lines Inc.,01/08/01,0.00777202072539
Continental Air Lines Inc.,01/09/01,0.0113339145597
Continental Air Lines Inc.,01/10/01,0.00868809730669
Continental Air Lines Inc.,01/11/01,0.00863557858377
Continental Air Lines Inc.,01/12/01,0.0077519379845
Continental Air Lines Inc.,01/13/01,0.00492610837438
Continental Air Lines Inc.,01/14/01,0.00484027105518
Continental Air Lines Inc.,01/15/01,0.0155440414508
Continental Air Lines Inc.,01/16/01,0.00435919790759
Continental Air Lines Inc.,01/17/01,0.00783289817232
Continental Air Lines Inc.,01/18/01,0.00779896013865
Continental Air Lines Inc.,01/19/01,0.0172265288544
Continental Air Lines Inc.,01/20/01,0.0480295566502
Continental Air Lines Inc.,01/21/01,0.0677637947725
Continental Air Lines Inc.,01/22/01,0.00259067357513
Continental Air Lines Inc.,01/23/01,0.00784655623365
Continental Air Lines Inc.,01/24/01,0.00435161009574
Continental Air Lines Inc.,01/25/01,0.00518134715026
Continental Air Lines Inc.,01/26/01,0.00947459086994
Continental Air Lines Inc.,01/27/01,0.00493827160494
Continental Air Lines Inc.,01/28/01,0.0174249757986
Continental Air Lines Inc.,01/29/01,0.0215889464594
Continental Air Lines Inc.,01/30/01,0.0383609415867
Continental Air Lines Inc.,01/31/01,0.0130548302872
US Airways Inc.,02/26/01,0.0284063553202
US Airways Inc.,02/27/01,0.00674049109292
US Airways Inc.,02/28/01,0.0322580645161
US Airways Inc.,02/01/01,0.0172166427547
US Airways Inc.,02/02/01,0.0209923664122
US Airways Inc.,02/03/01,0.0106553010123
US Airways Inc.,02/04/01,0.0237388724036
US Airways Inc.,02/05/01,0.183791606368
US Airways Inc.,02/06/01,0.0516658619025
US Airways Inc.,02/07/01,0.0207629164655
US Airways Inc.,02/08/01,0.0135200386287
US Airways Inc.,02/09/01,0.033734939759
US Airways Inc.,02/10/01,0.0249609984399
US Airways Inc.,02/11/01,0.0256157635468
US Airways Inc.,02/12/01,0.0250844187168
US Airways Inc.,02/13/01,0.0236600676002
US Airways Inc.,02/14/01,0.0588803088803
US Airways Inc.,02/15/01,0.0188314823757
US Airways Inc.,02/16/01,0.0207228915663
US Airways Inc.,02/17/01,0.0228571428571
US Airways Inc.,02/18/01,0.015763546798
US Airways Inc.,02/19/01,0.0197400096293
US Airways Inc.,02/20/01,0.0154068367838
US Airways Inc.,02/21/01,0.0115551275879
US Airways Inc.,02/22/01,0.0808858931151
US Airways Inc.,02/23/01,0.0308136735676
US Airways Inc.,02/24/01,0.0192307692308
US Airways Inc.,02/25/01,0.0989660265879
Southwest Airlines Co.,02/01/01,0.00987564008778
Southwest Airlines Co.,02/02/01,0.0062134502924
Southwest Airlines Co.,02/05/01,0.0160936356986
Southwest Airlines Co.,02/06/01,0.0142648134601
Southwest Airlines Co.,02/07/01,0.0219458668617
Southwest Airlines Co.,02/08/01,0.00694952450622
Southwest Airlines Co.,02/09/01,0.0215643274854
Southwest Airlines Co.,02/12/01,0.0204528853178
Southwest Airlines Co.,02/13/01,0.0398100803506
Southwest Airlines Co.,02/14/01,0.0211833455077
Southwest Airlines Co.,02/15/01,0.0164353542732
Southwest Airlines Co.,02/16/01,0.00656934306569
Southwest Airlines Co.,02/19/01,0.00766983199416
Southwest Airlines Co.,02/20/01,0.0109569028488
Southwest Airlines Co.,02/21/01,0.0127830533236
Southwest Airlines Co.,02/22/01,0.00803506208912
Southwest Airlines Co.,02/23/01,0.0116788321168
Southwest Airlines Co.,02/26/01,0.0127830533236
Southwest Airlines Co.,02/27/01,0.0233747260774
Southwest Airlines Co.,02/28/01,0.0463842220599
Southwest Airlines Co.,02/03/01,0.00285986653956
Southwest Airlines Co.,02/04/01,0.00770791075051
Southwest Airlines Co.,02/10/01,0.00333651096282
Southwest Airlines Co.,02/11/01,0.00243013365735
Southwest Airlines Co.,02/17/01,0.000951474785918
Southwest Airlines Co.,02/18/01,0.00445705024311
Southwest Airlines Co.,02/24/01,0.0109419600381
Southwest Airlines Co.,02/25/01,0.0081004455245
Northwest Airlines Inc.,02/21/01,0.0155440414508
Northwest Airlines Inc.,02/22/01,0.0420984455959
Northwest Airlines Inc.,02/23/01,0.0259403372244
Northwest Airlines Inc.,02/24/01,0.052067381317
Northwest Airlines Inc.,02/25/01,0.0448275862069
Northwest Airlines Inc.,02/26/01,0.0310880829016
Northwest Airlines Inc.,02/27/01,0.0272020725389
Northwest Airlines Inc.,02/28/01,0.0297734627832
Northwest Airlines Inc.,02/01/01,0.0256574727389
Northwest Airlines Inc.,02/02/01,0.0327552986513
Northwest Airlines Inc.,02/03/01,0.0199081163859
Northwest Airlines Inc.,02/04/01,0.017747440273
Northwest Airlines Inc.,02/05/01,0.0763309813983
Northwest Airlines Inc.,02/06/01,0.0519563822963
Northwest Airlines Inc.,02/07/01,0.148171905067
Northwest Airlines Inc.,02/08/01,0.064308681672
Northwest Airlines Inc.,02/09/01,0.0444301352222
Northwest Airlines Inc.,02/10/01,0.0115118956255
Northwest Airlines Inc.,02/11/01,0.0321477428181
